user_id,income,spending_score,saving_frequency,loan_behavior,age_group,employment_type,target_account,target_savings,target_loan,target_digital_service,income_to_spending_ratio,savings_capacity,financial_health_score
65,69565.26515719896,37.744226190312276,1.936145912070428,0,3,2,0,0,3,1,1795.5001815107426,1346.8850375620614,50.23649961751819
66,107472.6873232544,42.24596880128032,4.421189571746821,4,2,0,1,0,1,2,2485.1492590466055,4751.571244411791,45.88772284788846
67,34282.55498443361,55.7173078144981,2.918146343826823,0,2,0,0,0,3,0,604.4460907164266,1000.4151248486698,41.549342121640755
68,81050.38832362126,56.6891357997405,0.431616328618451,3,0,4,1,0,2,1,1404.9506410526926,349.8267104134118,33.73548316201306
69,48499.502543509,63.170885453456606,0.8526285170391148,5,1,0,0,0,0,3,755.7867123196528,413.5205893080685,18.77098045208871
70,21674.770130629586,90.20409077532699,4.737658354893496,0,3,0,0,0,3,0,237.6512933397189,1026.8765579977326,35.76945258084751
71,48490.175258079325,46.46105545011901,2.739533039710695,0,2,1,0,0,3,0,1021.6834581152942,1328.404372208704,45.88489004101346
72,124297.01381214564,34.03405510923093,2.373952074488494,2,1,0,1,0,2,2,3547.891142621264,2950.751537920681,54.80049588955993
73,35289.44425896359,22.413615439709456,2.670788820929144,4,1,3,0,0,0,3,1507.2189235291164,942.5065322364212,31.916743405709113
74,126971.11830429289,35.38139920116162,1.034879707346583,4,4,1,1,0,1,2,3490.000964565399,1313.99833752215,44.38770323531942
75,15000.0,49.337460542524056,2.279511321623419,1,3,0,0,0,3,0,297.98881068559876,341.9266982435128,33.69153053474203
76,70089.06038016547,85.89115727035576,2.627333305254055,3,1,0,0,0,2,1,806.6305315981493,1841.4732267077115,30.09424723247005
77,38934.563407918744,39.64777401927657,6.891140409001313,0,0,0,0,1,3,3,957.852289511712,2683.0354320713273,53.639638695731065
78,28589.48064766723,54.47575903277797,2.505649400674639,5,1,3,2,0,0,0,515.3508693909906,716.3521505042659,19.834043124327135
79,39081.661524321054,49.67154207854496,2.446496929766224,4,4,2,0,0,0,0,771.2743666601135,956.1316492941421,26.775017748687663
80,15000.0,73.76786546896167,2.7673841493821487,0,2,0,0,0,3,0,200.62094732698955,415.10762240732237,33.781195204971965
81,30462.82874687565,100.0,2.7220512050485732,0,2,0,0,0,3,0,301.61216581065,829.2137969962117,31.53666815947228
82,48324.311525050034,39.382624541593586,2.2994845690931625,0,2,2,0,0,3,0,1196.6609915429497,1111.2100866390342,46.387306534877624
83,118458.17643632503,40.21121114963556,4.257053209843408,0,1,1,1,0,3,2,2874.41628459329,5042.827602304543,64.16349947702471
84,23989.795355313603,70.88321754138144,2.227111874163941,3,3,0,0,0,0,0,333.732909792237,534.2795809458189,23.07553931111432
85,19019.21604192389,63.637829792526226,4.773689304451496,1,2,0,0,0,3,0,294.24280027611627,907.9182819838439,36.623655858782534
86,24308.81607888773,86.93414651472068,2.3101298651698983,0,0,0,2,0,3,0,276.4434186532793,561.5652201076076,32.09519364317321
87,75532.75590237188,61.67856370651928,4.314435361946499,1,0,2,1,0,3,1,1205.0811543168086,3258.8119305046635,47.39970916306353
88,47240.21812725662,42.81415818425881,3.8687976021019077,5,2,4,0,1,0,0,1078.1952703185498,1827.628426135015,28.62280719280338
89,23770.291817336994,61.813096613846184,2.08678135078325,2,4,0,0,0,0,0,378.4289121020217,496.03401667094533,28.565001742264663
90,54754.45129089345,72.17407161165815,0.9002499819996724,1,1,1,0,0,3,3,748.2766789509897,492.92693789028766,34.316575899846406
91,39248.24620269763,66.40964362394729,6.038569167009646,0,4,0,0,1,3,0,582.234886474829,2370.0324937881333,46.64485884976936
92,78819.52248445261,60.14548062214595,2.2652332523012095,5,3,0,1,0,1,1,1289.0490299933203,1785.4460326228489,28.265274877063757
93,20709.70116738679,71.33349379178307,3.042970610133372,3,1,0,2,0,0,0,286.3085976048812,630.1901199700278,23.961182695387492
94,27941.554901773314,73.38591180891345,1.6462586137498683,0,0,3,2,0,3,0,375.6296618847812,459.9902543860917,34.20364584607171
95,26537.48332072904,77.64317982075055,1.823972362349482,0,0,0,2,0,3,0,337.4416367854818,484.03636143320114,33.42680542469466
96,15000.0,62.97419775179286,4.766491048877699,0,3,1,0,0,3,0,234.4695287652846,714.9736573316549,39.93814254739683
97,46022.984864822436,46.657638393662914,5.264086385938195,0,1,0,0,1,3,3,965.7000727703319,2422.689680671514,50.401242066108296
98,44749.887858471215,52.934273728666454,3.6092031234155697,2,1,0,0,1,0,3,829.7115130093302,1615.1143503129078,37.581529072792094
99,36464.36514607078,74.13017933016714,2.509553296201303,4,2,0,0,0,0,0,485.34910299926815,915.0926774620982,21.485943755583335
100,30101.50029853283,33.66128658025528,3.835316726535463,1,3,2,0,0,3,0,868.4472871148434,1154.487875887752,42.958676196726444
101,15000.0,57.37346617745803,1.9591171866205372,3,0,0,2,0,0,0,256.966066644035,293.8675779930806,23.44354113774947
102,25938.502888018338,42.13322375345279,2.976150813463317,1,2,2,0,0,3,0,601.3578543602824,771.9689647019637,38.71335745383975
103,27607.103361957146,50.57489645869635,1.3237350274514814,2,2,0,0,0,0,0,535.2817990447395,365.4448972669623,30.053911435555126
104,19114.035452614713,75.56903725214598,1.2631168044090502,2,2,0,0,0,0,0,249.63139329636812,241.4325938026799,23.235233248911847
105,31919.469465391063,53.82198136039807,3.5476652265808535,0,3,0,0,0,3,0,582.2385231856803,1132.3959187327723,42.7148280741603
106,50173.420103791475,50.92873096312297,3.219807096428471,1,1,0,0,1,3,3,966.1976939013198,1615.487341022747,42.28855202099064
107,164217.7747857372,22.802877180401616,3.10809260614259,2,3,0,1,0,2,2,6899.072475194212,5104.040516087388,66.4991647333523
108,41758.664858469696,64.92507132054442,2.266135263526242,0,3,0,0,0,3,0,633.4261612767694,946.3078299355225,39.89898923463755
109,44624.58916166233,62.909683622821504,3.116613226660596,1,2,2,0,1,3,0,698.2445637663482,1390.7758481553187,38.57620756108936
110,34215.81583220231,93.2650944661092,1.7217359051439798,1,3,2,0,0,3,0,362.97439710839944,589.1059864209656,27.633616083506585
111,15000.0,43.844435300939985,0.4146697521282484,5,2,0,0,0,0,0,334.4896618574565,62.200462819237266,15.0604524440685
112,35553.32281502852,54.383006553278776,2.7619741300744147,1,0,0,0,0,3,3,641.9536429613299,981.9735785329325,37.75801151249878
113,38108.17739796025,54.9876736742151,0.9425356031693806,3,3,0,0,0,0,0,680.6529883650232,359.1831396947222,26.509171951087794
114,200000.0,81.5490655952695,4.118445340829866,1,2,0,1,0,3,2,2422.801500632141,8236.890681659732,67.92707756260585
115,31135.72734913803,48.09408935226096,5.1570097926859635,3,2,0,0,0,0,0,634.2052120721152,1605.6725084190498,34.922347184747345
116,46223.23505278972,55.58043051540678,6.342283268293691,2,1,3,0,1,0,3,816.9473903208141,2931.608502817147,42.81312744406397
117,35320.9158424462,62.15793019433079,2.717021731900057,3,4,0,0,0,0,0,559.2475202047817,959.6769593453932,28.066640593423198
118,15000.0,53.73218246312716,1.6115555595365096,1,2,0,0,0,3,0,274.06179189191727,241.73333393047645,31.476674626447586
119,90604.41772573607,41.071327708989436,3.019616530585536,2,0,0,1,0,2,2,2153.5906437860413,2735.9059750870983,47.9458510645204
120,66273.56814357525,53.88179985796615,2.4747616586330072,2,2,0,0,0,2,1,1207.5691452374183,1640.112854225219,39.427876974387836
121,68379.308985377,71.47263499719544,2.773672197869529,1,3,1,0,0,3,1,943.5190122178276,1896.617882422703,40.92867919337538
122,17544.39906152893,29.469694011778795,4.722249959604594,0,3,0,0,0,3,0,575.7983343957021,828.4903775959185,47.059440929159216
123,111550.80861640962,52.65939348293752,2.1903951367592533,0,2,0,1,0,3,2,2078.868234913618,2443.4034869494585,56.159073300212924
124,15000.0,35.997583701216534,2.5130404126245267,0,4,1,0,0,3,0,405.431882285512,376.956061893679,40.82656408500575
125,58074.71644379054,73.90093257849685,1.3449891422559377,3,1,0,0,0,0,3,775.3537164964897,781.0986305649063,27.524735057570616
126,200000.0,19.536261904324505,2.575375190463321,0,2,2,3,0,3,2,9738.870731770528,5150.750380926642,81.24349800006175
127,16441.61565931513,38.82156305456823,5.7583115433716925,0,4,1,0,0,3,0,412.88222757064756,946.759452427151,47.04063360769277
128,23085.542073945264,57.54423750129042,1.7478898807467766,2,4,0,0,0,0,0,394.3264625051512,403.50985382602886,28.60404067602452
129,39329.14366324134,81.31048058468681,4.404393990716352,1,3,2,0,1,3,0,477.81453083337,1732.2104401040024,36.41252059714361
130,24275.417134199844,48.68499477854024,2.399687231550571,1,4,0,0,0,3,0,488.5864885847747,582.5340853750332,35.91745893423307
131,15000.0,38.896009466136036,4.457504855829945,0,0,1,2,0,3,0,375.97745239989695,668.6257283744917,44.13580781843269
132,38363.063200806064,87.6231413888118,4.1814573239418396,4,4,0,0,1,0,0,432.8786206358647,1604.135115898542,22.510899010282532
133,15524.225666736877,21.03972199167512,1.2477872464880944,3,1,0,2,0,0,0,704.3748406899467,193.7093079855741,29.392475227988545
134,53043.83597285762,6.023880867598365,4.135696874278296,3,1,1,0,1,0,3,7551.927057526332,2193.7322663267787,45.67538476960845
135,17404.091697956184,58.800289001066645,0.8552216071945434,1,1,3,2,0,3,0,291.0369161869059,148.843552736873,29.431203753767
136,125485.75485926044,39.958915512947776,1.0238495285184404,3,2,4,1,0,2,2,3063.6981787174605,1284.785309484344,47.15306692629942
137,19407.160330019167,29.575343657385737,2.2850508874050055,0,1,1,2,0,3,0,634.7323695683532,443.46348934121517,42.536465109336696
138,28067.028040606187,64.16712894598706,5.466614162505907,0,1,0,2,0,3,0,430.6930272142138,1534.316129862282,43.713208143935645
139,69620.46036588201,54.87601427542398,3.5108503224370975,0,0,0,0,1,3,1,1245.9811471646658,2444.2701572377605,49.9705898629658
140,15000.0,38.71842738526543,1.3941057604626685,2,1,0,2,0,0,0,377.65845698021354,209.11586406940026,30.044526043872256
141,43563.1961421719,24.39391202658211,0.5369951548994858,1,2,0,0,0,3,0,1715.497639614186,233.9322526028228,40.907847132916935
142,103333.22128210888,67.44914656560289,3.8069873610566263,1,2,0,1,0,3,2,1509.6349109783637,3933.8826739825613,50.79078966541446
143,15000.0,63.00402355917322,2.7942240442944835,0,1,4,2,0,3,0,234.36026621251628,419.1336066441725,35.98764337675433
144,42095.96142096037,48.01648272441234,3.0669118143902443,1,3,0,0,1,3,0,858.8123643558527,1291.046014200593,40.9497193680901
145,44707.9329332771,86.93273992095331,3.4303308364673244,2,4,0,0,1,0,0,508.4332976939769,1533.6300097573348,30.41570027539941
146,67877.39196974493,28.59830467347695,4.7611454437072105,1,3,0,0,1,3,1,2293.2864810520678,3231.7413550747947,53.37810834666802
147,15000.0,19.48949658150522,2.554704259647891,2,1,3,2,0,0,0,732.0824081905313,383.2056389471836,36.21150920299474
148,15000.0,36.16183860237511,5.012006017832084,0,3,2,0,0,3,0,403.6398780075782,751.8009026748125,45.791644315189146
149,55135.73056017129,49.088279672890046,1.5400666296079903,3,1,1,0,0,0,3,1100.7710969561037,849.1269873477727,32.28962343667223
150,46054.821544783605,54.866788986453834,0.6323234040516468,2,0,0,0,0,0,3,824.3685090967128,291.2154153218869,31.502253319769245
151,44373.347217297785,45.175278842873404,4.483454588827539,0,1,3,0,1,3,3,960.9762697544874,1989.4588720303145,48.806522852539956
152,47913.78684683491,57.04110793028593,1.0997586339778063,0,3,0,0,0,3,0,825.5146835650501,526.9360077137894,40.37405305126541
153,21077.89674425971,24.96921151619112,2.9980310270744264,2,1,3,2,0,0,0,811.6494692616368,631.9218842476165,37.21779909976257
154,43730.58219543941,78.87529208146519,5.363077304756033,3,0,1,0,1,0,3,547.4857250079084,2345.3049289612936,31.697212632306915
155,45910.906336421685,48.35697643214863,0.6705426999363957,1,0,0,0,0,3,3,930.180688834044,307.85223091351173,36.85187138072741
156,20506.94453526654,72.34591663176255,3.3734257814811306,0,4,0,0,0,3,0,279.59217741081414,691.7865539467172,36.37905714366306
157,161558.0191635084,56.854506927554084,0.6163751556213369,3,2,2,3,0,2,2,2792.488048784389,995.8034920378243,50.17345275843355
158,53054.04217605148,59.13506438307568,2.669105924136806,2,1,0,0,0,0,3,882.2480314992882,1416.0685827150294,36.122007406868775
159,15000.0,61.39534560464408,0.14681933127792124,1,2,3,0,0,3,0,240.4025469310575,22.022899691688185,27.014569541627033
160,61404.77543388732,58.954171200346295,0.9291290127017372,1,2,0,0,0,3,1,1024.195217855545,570.5295837405961,38.34837887211168
161,16651.484720213135,62.85445519735088,1.6208459011388985,0,3,0,0,0,3,0,260.7724812426863,269.8949075663446,34.001097706850246
162,68163.71628611829,76.58305060264863,0.5558771864927383,2,1,0,0,0,2,1,878.5903075045006,378.9065483001668,31.427887509679408
163,91754.92685855384,53.930423394029404,3.628731421368042,1,4,0,1,0,3,2,1670.3844825730403,3329.5398615696076,50.82236353564098
164,18834.66144754326,64.18007515177024,3.2618555306964203,5,1,0,2,0,0,0,288.9634816113238,614.3594461146363,17.454628320547442
165,78487.9903893201,48.205286114255465,5.5167685997672455,1,3,0,1,0,3,1,1595.1129764202512,4330.000808386345,53.09007805454742
166,50525.060593525784,78.80234430898946,1.0991865606237472,1,0,2,0,0,3,3,633.1275231451353,555.3646757910403,32.542916378154764
167,70097.90088503026,36.4721539588146,2.1718481039517945,2,1,0,0,0,2,1,1870.6664410611252,1522.4199312815379,43.06884559314672
168,165617.20096871658,86.01880865821632,0.7822097883115158,4,1,4,1,0,1,2,1903.2345250692997,1295.4739571048556,41.48409803872309
169,29842.520180356118,49.196840987113134,1.767688055025618,3,2,1,0,0,0,0,594.5099251966371,527.5226645467645,27.664511948699833
170,19870.888863957658,21.384497957639038,5.954379734962468,1,0,3,2,0,3,0,887.7075957460295,1183.1881796724085,47.606037651188664
171,17825.556345061523,52.562088298215784,3.9717268660938094,2,3,0,0,0,0,0,332.8017430129832,707.9824103874982,32.99614734155677
172,18908.21517642974,36.37896685050238,1.055672064555032,2,1,0,2,0,0,0,505.85173346426006,199.6087455235237,30.617193794295535
173,34143.19688681622,66.81287097977449,0.3118591055550576,1,3,0,0,0,3,0,503.4913932046852,106.47866841912733,30.089783392518466
174,47711.206188129276,36.947520413952184,0.27957961979081924,0,3,1,0,0,3,0,1257.2944336723322,133.39080885838564,42.71189639441706
175,45313.15376743898,41.07633133570441,3.679765943353593,1,2,3,0,1,3,0,1076.9273919322886,1667.4180001936652,44.20689637305411
176,70385.78465401354,12.209185381089384,1.59129571300425,0,3,0,0,0,3,1,5328.548477696412,1120.0459737637207,54.817911280593336
177,36695.21020875951,40.953873615018466,7.380869638355531,4,3,0,0,0,0,0,874.6560697943162,2708.4256290290705,37.910006595459265
178,116172.01524383313,1.5224134674208685,2.4369917696780017,1,1,3,1,0,3,2,46055.89715734326,2831.102450161287,63.80390389463846
179,29386.02597646393,18.321943530285534,1.7097774059130701,4,3,0,0,0,0,0,1520.8628433471915,502.4356326413259,29.632371301061823
180,200000.0,65.20829312288595,0.8072398199878914,1,1,2,3,0,3,2,3020.76961308744,1614.4796399757827,64.5728210153986
181,59906.1157492827,65.71600317301665,4.477791997522805,2,2,1,0,1,0,0,897.927227353928,2682.4712570481292,39.793606510298815
182,18293.003711205096,58.50915123569929,1.97351654715525,1,3,3,0,0,3,0,307.3981619860711,361.0154552123565,31.903803589411663
183,15417.923905140671,30.66047713741574,2.614729695537015,0,1,0,2,0,3,0,486.97699147812483,403.13703478301335,42.180948744619016
184,53422.0003776968,49.0457728771604,2.791904822094437,1,1,0,0,0,3,3,1067.4627906901048,1491.4914046042256,42.45905514429615
185,30370.583525660368,49.92794921818863,2.4924642287697085,0,2,1,0,0,3,0,596.3441291449781,756.9759304457108,41.07345531903377
186,64292.637110172596,26.832706216149145,3.8880045320267813,2,3,4,0,1,2,1,2309.967151985695,2499.7006446030427,47.267995242858255
187,53028.781889842205,80.067966035343,0.8983097773481847,1,4,0,0,0,3,0,654.12744988228,476.362732525096,32.38878272559621
188,34260.106137520765,67.54724581151342,2.393537041475697,3,2,0,0,0,0,0,499.8028109214904,820.0283308504481,26.12964614815286
189,18445.30278665013,45.58071652340672,2.0045204994057464,0,3,1,0,0,3,0,395.9858105098362,369.7398755358612,38.58195825146017
190,15000.0,50.537716779890616,4.0099694375353145,0,4,4,0,0,3,0,291.04898193419416,601.4954156302972,40.912395519092506
191,25407.20408906853,54.16765615895105,4.674355152035755,1,0,3,2,0,3,0,460.54528791044476,1187.622953325614,39.596619890095006
192,72050.24742236626,9.165302631514187,1.2791579245418194,4,1,4,0,0,1,1,7087.860542291982,921.636449555186,39.13530480725405
193,43099.858598283114,45.056452349588064,4.03734941984525,2,3,0,0,1,0,0,935.8050045004954,1740.0918910719065,39.68338008942951
194,15000.0,36.36031504004403,0.8948655761560051,1,3,0,0,0,3,0,401.495543705199,134.22983642340077,33.51766814430321
195,41712.02521523124,29.967599802101688,2.4781566399063273,1,4,1,0,0,3,0,1346.9569964024256,1033.6893225106544,43.30519836243857
196,49427.088534285656,44.377994142280905,2.6449203451846,0,2,3,0,0,3,0,1089.2303520360326,1307.307120675726,46.29965956877016
197,17906.410407447667,85.95373053699045,4.549932251283338,5,0,0,2,0,0,0,205.9303298071865,814.7295421756177,15.490400476658122
198,41067.81832943303,62.8168572253402,3.895079338725104,2,2,0,0,1,0,0,643.526179680405,1599.6241066149073,35.440350898268775
199,38046.598918329255,38.57642020434406,0.9718177285658083,0,1,2,0,0,3,3,961.345132325867,369.74359340465077,41.837671199928664
200,15000.0,61.45165562712317,3.828986050331805,2,1,0,2,0,0,0,240.18578609924634,574.3479075497708,30.367640975238974
201,48350.40553235461,77.98710873172004,2.97838427885603,0,3,0,0,0,3,0,612.1303375792234,1440.060877138786,40.02942791783898
202,56875.93644556017,68.49267365825537,5.903979088514873,4,0,1,0,1,0,3,818.4450741564409,3357.9433941428815,33.48461073449071
203,86373.91457281294,51.19260739840348,1.7609833187507087,0,3,1,1,0,3,1,1654.9070620958291,1521.030227379223,50.5582280723833
204,84376.28364486886,37.061264445888526,2.144134952920709,2,2,2,1,0,2,1,2216.8544548704135,1809.1413896051529,45.75127374563749
205,15000.0,63.9644662722718,6.204682337798468,0,2,0,0,0,3,0,230.89545501895878,930.7023506697702,42.61647142114258
206,17149.76874193514,57.869707708434994,4.8723314496000425,2,0,1,2,0,0,0,291.3173754297047,835.5935759469834,33.600675105900116
207,54831.943504017014,67.90386440055465,0.9620692451496077,3,1,1,0,0,0,3,795.7745763759461,527.5212649699558,27.30975431099169
208,54777.16892841607,62.70343603363939,2.4965580347196683,2,0,1,0,0,0,3,859.877776443492,1367.543812074337,35.40786264839467
209,54832.48827732034,70.9910543063867,3.4123779909224607,2,4,1,0,1,0,0,761.6569698223723,1871.091761850418,35.593042776031645
210,200000.0,39.29529576878864,4.0091505631395545,3,3,0,1,0,2,2,4963.358530672783,8018.301126279109,68.15924197252139
211,57337.63013615332,76.34788131268651,1.179359076194325,0,2,0,0,0,3,0,741.2954196425917,676.2165450854566,38.55666791708202
212,90079.91611492724,53.95199209384799,5.572754113921149,1,1,0,1,0,3,2,1639.2475082811766,5019.932231111327,54.37109303205816
213,77901.57195495287,91.5052174525053,0.6294278801876783,0,4,0,1,0,3,1,842.1316559247014,490.33421298893876,38.538126660864876
214,61151.70365840968,36.21624363820864,1.2295220654768162,5,1,1,0,0,0,1,1643.1455106776905,751.8736898951404,27.446136134993843
